name,label,HCP_A_CI_lower,HCP_A_CI_upper,DUD_45yo_CI_lower,DUD_45yo_CI_upper,DUD_childhood_CI_lower,DUD_childhood_CI_upper,DUD_residual_CI_lower,DUD_residual_CI_upper,HCP_YA_CI_lower,HCP_YA_CI_upper
"Stacked: All, RF+SVR",rf_svr_set1,0.141138432197954,0.193102585248335,0.133646682290658,0.180949781122355,0.123889018356354,0.171914221010155,-0.003248599879993,0.044911905610381,0.165086068061847,0.211525593956663
"Stacked: Task Contrast, RF+SVR",rf_svr_set2,0.110888806807191,0.185367402238895,0.114254022037403,0.185854393890152,0.100979073057336,0.178736921361988,-0.026233877027322,0.042848013668557,0.183500202938377,0.241675674653835
"Stacked: Non Task, RF+SVR",rf_svr_set3,0.119022492816769,0.202338244520426,0.04002263931418,0.117249992260068,0.055842464011091,0.127687528495439,-0.148498568544262,-0.02584751855016,0.065112458490356,0.13486638409445
"Stacked: Task FC, RF+SVR",rf_svr_set4,0.067024482423204,0.145914997722758,0.027999272195925,0.10406310226877,0.034721628471118,0.108681837784147,-0.115318630581675,-0.026580194517436,0.137089691884364,0.208188781617754
"Stacked: Task Contrast & Task FC, RF+SVR",rf_svr_set5,0.131527067719612,0.188423486593559,0.111050473640701,0.169358425169702,0.108959670762398,0.168137355667932,-0.008652524627296,0.043773097039696,0.178551476180921,0.2305527626197
"Stacked: All excluding Task FC, RF+SVR",rf_svr_set6,0.168060154705878,0.226993280319036,0.126960224214189,0.17608465881233,0.120968412592799,0.175142134127652,-0.023897240210503,0.03841086922722,0.159009382503081,0.206289097754825
"Stacked: All excluding Task Contrast, RF+SVR",rf_svr_set7,0.128077361592163,0.19031791841654,0.074122185642085,0.131053723927226,0.078716604584829,0.131910225524257,-0.06166472986068,0.005316352690259,0.126341171117426,0.185749931978819
"Stacked: Resting and Task FC, RF+SVR",rf_svr_set8,0.126041903829339,0.19511218955716,0.063269226743285,0.124234795362847,0.063893751612344,0.123516148756028,-0.049408027679729,0.017021074415251,0.124226898387096,0.194213540706203
"Stacked: All, RF+XGB",rf_xgb_set1,0.114491759765583,0.167084557118113,0.108883095587376,0.154652403256889,0.10168547052318,0.148548147426622,-0.010321308884172,0.042108772810701,0.140466645212953,0.188675311653943
"Stacked: Task Contrast, RF+XGB",rf_xgb_set2,0.130678104364722,0.201219004230506,0.094711920911515,0.164543988091333,0.087031669207891,0.166567976761074,-0.036043192149366,0.036112160776397,0.165821193807488,0.221848305568675
"Stacked: Non Task, RF+XGB",rf_xgb_set3,0.124287580271455,0.204163105460849,0.024856707373457,0.10788108598085,0.042300749130215,0.120012113170902,-0.168971468652729,-0.036305121713026,0.048599097418689,0.120955264218527
"Stacked: Task FC, RF+XGB",rf_xgb_set4,0.056163015160298,0.136785828410195,0.022881270751684,0.100764673134469,0.036087750675914,0.110023826311377,-0.116450869935727,-0.028232092812033,0.148188212253998,0.21904866223736
"Stacked: Task Contrast & Task FC, RF+XGB",rf_xgb_set5,0.114625235118672,0.173390903825121,0.100046096282081,0.157199431082379,0.10175904703998,0.159389466930548,-0.0161027614015,0.04235457866024,0.170398091555883,0.220335235377517
"Stacked: All excluding Task FC, RF+XGB",rf_xgb_set6,0.160358763319573,0.216811018960295,0.100213817207551,0.149896102880077,0.087968254795712,0.145178884240335,-0.031694993978902,0.033481626598753,0.131708715486788,0.18070059385433
"Stacked: All excluding Task Contrast, RF+XGB",rf_xgb_set7,0.113118290661364,0.175652129862917,0.058724371846189,0.116545116824713,0.060669646371329,0.114379463086467,-0.064698525768653,0.005007380150855,0.11721912256285,0.176447982268769
"Stacked: Resting and Task FC, RF+XGB",rf_xgb_set8,0.116006075107962,0.183500315072825,0.058887418084512,0.120878741008956,0.060768311685484,0.119740890723427,-0.058959391680754,0.012228455106386,0.11657920721786,0.186304173632042
"Stacked: All, SVR+eNet",svr_eNet_set1,0.210820620017233,0.304821627759542,0.206906970901153,0.304320393002507,0.234607217262516,0.325342884071755,-0.081761267972117,0.02395187685394,0.154199968178533,0.237196874813007
